"V1" "b_ADNI1" "se_ADNI1" "t_ADNI1" "pval_ADNI1" "b_ADNI2GO3" "se_ADNI2GO3" "t_ADNI2GO3" "pval_ADNI2GO3" "b_AIBL" "se_AIBL" "t_AIBL" "pval_AIBL" "b_ARWIBO" "se_ARWIBO" "t_ARWIBO" "pval_ARWIBO" "b_OASIS" "se_OASIS" "t_OASIS" "pval_OASIS" "TE.random" "seTE.random" "pval.random" "Q" "pval.Q" "TE.fixed" "seTE.fixed" "pval.fixed"
"L_isthmuscingulate_surfavg" -0.0691804220607216 0.0295416606996994 -2.34179191088691 0.0197581589129404 0.0167177723328783 0.016806527215165 0.994719023082497 0.320218634194071 -0.0135846275665289 0.0183911515771592 -0.738650187810982 0.460465325301574 -0.0174095023814424 0.0114426576023097 -1.52145620244097 0.128527174407788 -0.0132966228296848 0.016625635178862 -0.799766305866634 0.424039034410592 -0.0130868782299492 0.00876727728050205 0.135516825638638 6.89205165014339 0.141703957927154 -0.0127694284296398 0.00727432984329993 0.0791892714252397
"L_isthmuscingulate_thickavg" -0.00179055763370663 0.0265496263266491 -0.0674419146874908 0.946268856661641 -0.034223837472609 0.0141147314030502 -2.42468924808679 0.0155750587421132 -0.0456117130477791 0.0166148907803144 -2.74523098892835 0.00626408174749537 -0.0117893272759737 0.0121726878377535 -0.968506498573735 0.333074284341954 -0.0312191795847951 0.0131293330767023 -2.37781914758434 0.0176053598286343 -0.026584499839789 0.00678420984953418 8.90704889559314e-05 4.07838043104343 0.395502127682297 -0.0265461490806431 0.00665034945730484 6.56034446056069e-05
"L_lateraloccipital_surfavg" 0.0150587886568547 0.0346983143672697 0.433991936826171 0.664564783138085 -0.0186037818911599 0.0175367855425542 -1.06084332536407 0.289129088514963 -0.0440088351996694 0.0211359515330646 -2.08217903654931 0.0378329826321032 -0.0324724446866135 0.013115313675294 -2.47591826551458 0.0134883480552131 0.0145827190210379 0.0182417182495659 0.799415867602544 0.424242042475339 -0.0172380636262134 0.0112225253746004 0.124532596719608 6.80750558648567 0.146417125288404 -0.0192514272346927 0.0081272791670425 0.0178487010106915
"L_lateraloccipital_thickavg" 0.109097460356392 0.0284819151541129 3.83041167583277 0.000151875136921931 0.104771599359569 0.0198806137925135 5.27003846325023 1.82135915688076e-07 0.0357176665479566 0.0216619028874877 1.64887021853412 0.0998010927617069 0.00760587400322872 0.0157544158543512 0.482777278037132 0.629381498757185 0.0174298817019079 0.0173806527767189 1.00283239794393 0.316188022009512 0.0523509188173028 0.0214574696949292 0.0146973208776538 22.3625978589139 0.000169713806898399 0.042622297829745 0.00869294818118115 9.43412567156736e-07
"L_lateralorbitofrontal_surfavg" 0.0055025066891825 0.0369703965183698 0.148835479393585 0.881770161237485 -0.000162810694364294 0.020372022325814 -0.00799187688686127 0.993625762803129 0.0622687431671445 0.024288774394267 2.56368403594057 0.0106474360080499 0.0167993712446213 0.0161478071925597 1.0403500019719 0.298481003637462 0.0229557139064496 0.0205033084446912 1.11961023111825 0.263152827043028 0.0206529706582962 0.00951300144364377 0.0299292294131885 4.21719429406494 0.377409074811139 0.0206529706582962 0.00951300144364377 0.0299292294131885
"L_lateralorbitofrontal_thickavg" 0.0157080231751819 0.0279957086339338 0.561086821576005 0.575101539611796 -0.00650239522407081 0.0168731235160657 -0.385369977163953 0.700081069060416 0.0366705201895813 0.0187287186878874 1.95798339441648 0.0507865610937519 0.00402958545072329 0.0162722394424056 0.247635579908084 0.804477773131881 -0.0197666708441822 0.0147810023331598 -1.33730246424746 0.181432651121523 0.00318740027044303 0.010185870910086 0.75433864181329 6.10284894965793 0.191597984392992 0.001656406100366 0.00790742118949853 0.834077543680311
"L_lingual_surfavg" 0.00452407440445526 0.0294350188293512 0.153697010716503 0.877938244273529 -0.00386786934493215 0.0155116907974326 -0.249351885325894 0.803162169108517 0.00875261168454378 0.0174743266349095 0.500884060794547 0.616672700939189 -0.00607959892264536 0.010717150245852 -0.567277567560315 0.570679376544368 0.0107321773342305 0.0156595918846318 0.68534208383572 0.49328933277003 0.000404488357142609 0.00684073257818249 0.952849048281788 1.12468530172993 0.890336091400084 0.000404488357142609 0.00684073257818249 0.952849048281788
"L_lingual_thickavg" 0.048036280452276 0.0285316790256227 1.68361211441981 0.0931585893837637 0.0595412861546048 0.0161144875902218 3.69489168186359 0.000237249940283257 0.0293127355956163 0.0162761844985774 1.80095867051509 0.0723106209834703 -0.00815309379234128 0.0142474445352967 -0.572249554798601 0.567308252660884 0.0271102382205506 0.0145636134262344 1.86150493199134 0.0629706014140461 0.0288362429551938 0.0123388386611104 0.0194375954184857 10.7206316394809 0.0298898062015469 0.026309502217131 0.00735307889424078 0.000346199965007095
"L_medialorbitofrontal_surfavg" 0.00612225973807045 0.0330930872448045 0.185001166339705 0.853336513535447 0.00538557253318524 0.0183539218207314 0.293428978601294 0.769281749010716 0.00576651376393593 0.0204579931591275 0.281870940081097 0.778158866085105 -0.00764877044659232 0.0124593760185485 -0.613896750142659 0.539452178545676 -0.013458986414418 0.0177559530779846 -0.757998534649523 0.448633168615512 -0.0035635780426405 0.00793435510930838 0.653335959016303 0.949488072922006 0.917356058040341 -0.0035635780426405 0.00793435510930838 0.653335959016303
"L_medialorbitofrontal_thickavg" -0.0672193431169022 0.0257120064712563 -2.61431729149755 0.00933141899417424 -0.00455253543625944 0.0150881416229908 -0.301729368003973 0.76294851007612 0.0144706757205964 0.0163167699842489 0.886859086361172 0.375580287361743 -0.00183655148643803 0.017069067100608 -0.107595305332921 0.914342786421249 -0.0273753784132109 0.0134479375659221 -2.03565626915028 0.0420520929813068 -0.0135177922885751 0.0113114992884464 0.232068011345294 9.14932523991348 0.0574735279284277 -0.0120816797684572 0.0073278004565342 0.0991997357420966
